5.000000e-03	1.435407e-04	5.331926e-06	1.082526e+01	3.859274e-01	7.119021e-03	1.121846e+01
1.500000e-02	1.291858e-03	4.798733e-05	1.082407e+01	3.858848e-01	2.135706e-02	1.123265e+01
2.500000e-02	3.588529e-03	1.332981e-04	1.082168e+01	3.857996e-01	3.559510e-02	1.124680e+01
3.500000e-02	7.033501e-03	2.612644e-04	1.081809e+01	3.856718e-01	4.983314e-02	1.126089e+01
4.500000e-02	1.162682e-02	4.318861e-04	1.081331e+01	3.855014e-01	6.407120e-02	1.127494e+01
5.500000e-02	1.736827e-02	6.451631e-04	1.080734e+01	3.852884e-01	7.830923e-02	1.128895e+01
6.500001e-02	2.425844e-02	9.010957e-04	1.080017e+01	3.850327e-01	9.254728e-02	1.130291e+01
7.500000e-02	3.229623e-02	1.199684e-03	1.079180e+01	3.847345e-01	1.067853e-01	1.131682e+01
8.500000e-02	4.148321e-02	1.540927e-03	1.078224e+01	3.843937e-01	1.210234e-01	1.133068e+01
9.500000e-02	5.181800e-02	1.924825e-03	1.077149e+01	3.840102e-01	1.352614e-01	1.134450e+01
1.050000e-01	6.330059e-02	2.351379e-03	1.075954e+01	3.835841e-01	1.494994e-01	1.135827e+01
1.150000e-01	7.593162e-02	2.820589e-03	1.074639e+01	3.831155e-01	1.637375e-01	1.137200e+01
1.250000e-01	8.971262e-02	3.332454e-03	1.073205e+01	3.826042e-01	1.779755e-01	1.138567e+01
1.350000e-01	1.046391e-01	3.886974e-03	1.071651e+01	3.820504e-01	1.922136e-01	1.139930e+01
1.450000e-01	1.207153e-01	4.484150e-03	1.069978e+01	3.814539e-01	2.064516e-01	1.141289e+01
1.550000e-01	1.379377e-01	5.123981e-03	1.068186e+01	3.808149e-01	2.206896e-01	1.142642e+01
1.650000e-01	1.563098e-01	5.806468e-03	1.066273e+01	3.801332e-01	2.349277e-01	1.143991e+01
1.750000e-01	1.758308e-01	6.531611e-03	1.064242e+01	3.794089e-01	2.491657e-01	1.145336e+01
1.850000e-01	1.964982e-01	7.299408e-03	1.062091e+01	3.786420e-01	2.634038e-01	1.146675e+01
1.950000e-01	2.183158e-01	8.109863e-03	1.059820e+01	3.778325e-01	2.776419e-01	1.148010e+01
2.050000e-01	2.412798e-01	8.962970e-03	1.057430e+01	3.769804e-01	2.918799e-01	1.149340e+01
2.150000e-01	2.653893e-01	9.858735e-03	1.054920e+01	3.760857e-01	3.061180e-01	1.150665e+01
2.250000e-01	2.906494e-01	1.079715e-02	1.052291e+01	3.751484e-01	3.203560e-01	1.151986e+01
2.350000e-01	3.170616e-01	1.177823e-02	1.049543e+01	3.741685e-01	3.345940e-01	1.153303e+01
2.450000e-01	3.446141e-01	1.280196e-02	1.046674e+01	3.731459e-01	3.488321e-01	1.154614e+01
2.550001e-01	3.733182e-01	1.386835e-02	1.043687e+01	3.720808e-01	3.630702e-01	1.155920e+01
2.650000e-01	4.031672e-01	1.497739e-02	1.040580e+01	3.709731e-01	3.773082e-01	1.157222e+01
2.750000e-01	4.341682e-01	1.612908e-02	1.037353e+01	3.698228e-01	3.915462e-01	1.158519e+01
2.850000e-01	4.663139e-01	1.732343e-02	1.034007e+01	3.686298e-01	4.057842e-01	1.159812e+01
2.950000e-01	4.996027e-01	1.856044e-02	1.030541e+01	3.673943e-01	4.200222e-01	1.161099e+01
3.050000e-01	5.340459e-01	1.984010e-02	1.026956e+01	3.661161e-01	4.342603e-01	1.162382e+01
3.150000e-01	5.696400e-01	2.116241e-02	1.023251e+01	3.647954e-01	4.484983e-01	1.163661e+01
3.250000e-01	6.063694e-01	2.252739e-02	1.019427e+01	3.634320e-01	4.627363e-01	1.164933e+01
3.350000e-01	6.442602e-01	2.393501e-02	1.015483e+01	3.620261e-01	4.769744e-01	1.166203e+01
3.450000e-01	6.832811e-01	2.538529e-02	1.011420e+01	3.605775e-01	4.912124e-01	1.167466e+01
3.550000e-01	7.234669e-01	2.687822e-02	1.007237e+01	3.590863e-01	5.054504e-01	1.168725e+01
3.649999e-01	7.647954e-01	2.841380e-02	1.002935e+01	3.575526e-01	5.196884e-01	1.169980e+01
3.749999e-01	8.072610e-01	2.999203e-02	9.985133e+00	3.559762e-01	5.339265e-01	1.171229e+01
3.849999e-01	8.508719e-01	3.161288e-02	9.939722e+00	3.543573e-01	5.481645e-01	1.172473e+01
3.949999e-01	8.956472e-01	3.327633e-02	9.893117e+00	3.526958e-01	5.624025e-01	1.173714e+01
4.049999e-01	9.415424e-01	3.498237e-02	9.845320e+00	3.509918e-01	5.766406e-01	1.174948e+01
4.149999e-01	9.886150e-01	3.673094e-02	9.796330e+00	3.492453e-01	5.908786e-01	1.176180e+01
4.249999e-01	1.036801e+00	3.852196e-02	9.746152e+00	3.474564e-01	6.051166e-01	1.177405e+01
4.349999e-01	1.086132e+00	4.035532e-02	9.694787e+00	3.456252e-01	6.193547e-01	1.178625e+01
4.449999e-01	1.136585e+00	4.223091e-02	9.642239e+00	3.437518e-01	6.335927e-01	1.179840e+01
4.549999e-01	1.188183e+00	4.414852e-02	9.588513e+00	3.418365e-01	6.478307e-01	1.181051e+01
4.649999e-01	1.240926e+00	4.610791e-02	9.533618e+00	3.398794e-01	6.620688e-01	1.182260e+01
4.749998e-01	1.294738e+00	4.810879e-02	9.477560e+00	3.378809e-01	6.763067e-01	1.183459e+01
4.849998e-01	1.349652e+00	5.015077e-02	9.420350e+00	3.358414e-01	6.905448e-01	1.184654e+01
4.949998e-01	1.405685e+00	5.223340e-02	9.362001e+00	3.337612e-01	7.047828e-01	1.185846e+01
5.049998e-01	1.462701e+00	5.435613e-02	9.302530e+00	3.316410e-01	7.190208e-01	1.187025e+01
5.149998e-01	1.521073e+00	5.651833e-02	9.241953e+00	3.294814e-01	7.332588e-01	1.188228e+01
