5510	1.54172	0.56559	0.545073	0.0205169
5530	1.54731	0.571579	0.543441	0.028138
5550	1.55291	0.540293	0.541807	-0.00151443
5570	1.5585	0.532581	0.540169	-0.00758857
5590	1.5641	0.535942	0.538529	-0.00258684
5610	1.5697	0.550776	0.536885	0.0138901
5630	1.57529	0.53449	0.535239	-0.00074923
5650	1.58089	0.535956	0.53359	0.00236577
5670	1.58649	0.541673	0.531939	0.00973433
5690	1.59208	0.519617	0.530284	-0.0106671
5710	1.59768	0.529439	0.528628	0.000811219
5730	1.60327	0.544969	0.526968	0.0180007
5750	1.60887	0.539863	0.525307	0.0145562
5770	1.61447	0.509033	0.523643	-0.0146105
5790	1.62006	0.529869	0.521977	0.00789118
5810	1.62566	0.528787	0.52031	0.00847751
5830	1.63125	0.515716	0.51864	-0.00292391
5850	1.63685	0.514688	0.516973	-0.00228536
5870	1.64245	0.516752	0.515387	0.00136453
5890	1.64804	0.528902	0.514814	0.0140881
5910	1.65364	0.520904	0.518414	0.00249028
5930	1.65923	0.522353	0.523013	-0.000660002
5950	1.66483	0.548446	0.52332	0.0251263
5970	1.67043	0.550203	0.521956	0.0282471
5990	1.67602	0.532154	0.520354	0.0117992
6010	1.68162	0.530656	0.518723	0.0119328
6030	1.68721	0.537091	0.517088	0.0200036
6050	1.69281	0.512629	0.51545	-0.00282115
6070	1.69841	0.538202	0.513811	0.0243908
6090	1.704	0.514077	0.51217	0.00190705
6110	1.7096	0.516089	0.510528	0.00556123
6130	1.71519	0.513133	0.508884	0.0042488
6150	1.72079	0.548736	0.507239	0.0414971
6170	1.72639	0.53269	0.505593	0.0270967
6190	1.73198	0.511585	0.503946	0.00763905
6210	1.73758	0.49289	0.502297	-0.00940698
6230	1.74318	0.518013	0.500648	0.0173653
6250	1.74877	0.488841	0.498997	-0.0101565
6270	1.75437	0.490833	0.497346	-0.00651324
6290	1.75996	0.523515	0.495693	0.027822
6310	1.76556	0.496731	0.49404	0.0026907
6330	1.77116	0.503387	0.492386	0.0110008
6350	1.77675	0.471156	0.490732	-0.019576
6370	1.78235	0.490702	0.489076	0.00162628
6390	1.78794	0.498615	0.487422	0.0111928
6410	1.79354	0.484188	0.485788	-0.00159985
6430	1.79914	0.511101	0.484424	0.0266767
6450	1.80473	0.503777	0.485838	0.0179395
6470	1.81033	0.499355	0.499493	-0.000138253
6490	1.81592	0.535908	0.522651	0.0132571
6510	1.82152	0.517994	0.53387	-0.0158756
6530	1.82712	0.532868	0.535368	-0.00250047
6550	1.83271	0.560762	0.53443	0.0263325
6570	1.83831	0.552386	0.533041	0.0193447
6590	1.8439	0.556683	0.531572	0.025111
6610	1.8495	0.531804	0.530086	0.00171798
6630	1.8551	0.514145	0.528597	-0.0144514
6650	1.86069	0.520792	0.527105	-0.00631362
6670	1.86629	0.542445	0.525613	0.0168327
6690	1.87188	0.528417	0.524119	0.00429785
6710	1.87748	0.520309	0.522624	-0.00231534
6730	1.88308	0.507797	0.521128	-0.0133315
6750	1.88867	0.533725	0.519631	0.0140936
6770	1.89427	0.520191	0.518133	0.00205797
6790	1.89986	0.533927	0.516634	0.0172933
6810	1.90546	0.520638	0.515134	0.00550377
6830	1.91106	0.508066	0.513633	-0.0055669
6850	1.91665	0.511424	0.512131	-0.000706792
6870	1.92225	0.51264	0.510628	0.00201154
6890	1.92785	0.513978	0.509125	0.00485343
6910	1.93344	0.511818	0.507621	0.0041973
6930	1.93904	0.505671	0.506116	-0.00044471
6950	1.94463	0.51671	0.50461	0.0120996
6970	1.95023	0.511603	0.503104	0.00849849
6990	1.95583	0.500185	0.501597	-0.00141287
7010	1.96142	0.494672	0.50009	-0.00541803
7030	1.96702	0.500772	0.498582	0.00218931
7050	1.97261	0.501098	0.497074	0.00402418
7070	1.97821	0.503522	0.495565	0.00795701
7090	1.98381	0.509456	0.494056	0.0153998
7110	1.9894	0.508777	0.492547	0.0162304
7130	1.995	0.499227	0.491037	0.00819024
7150	2.00059	0.499397	0.489529	0.00986826
7170	2.00619	0.496204	0.48804	0.00816309
7190	2.01179	0.498875	0.486744	0.012131
7210	2.01738	0.478722	0.486996	-0.0082739
7230	2.02298	0.50358	0.493604	0.00997612
7250	2.02857	0.53624	0.507479	0.0287611
7270	2.03417	0.525375	0.517459	0.00791609
7290	2.03977	0.513908	0.520234	-0.00632566
7310	2.04536	0.518504	0.519967	-0.00146276
7330	2.05096	0.527999	0.518855	0.00914401
7350	2.05655	0.539988	0.517524	0.0224644
7370	2.06215	0.511244	0.516135	-0.00489056
7390	2.06775	0.50729	0.51473	-0.00744039
7410	2.07334	0.520175	0.513322	0.00685304
7430	2.07894	0.520892	0.511911	0.00898105
7450	2.08454	0.516648	0.5105	0.00614822
7470	2.09013	0.498544	0.509088	-0.0105438
7490	2.09573	0.504448	0.507675	-0.00322688
7510	2.10132	0.49977	0.506262	-0.00649187
7530	2.10692	0.496915	0.504849	-0.00793341
7550	2.11252	0.499235	0.503435	-0.00419912
7570	2.11811	0.494602	0.50202	-0.00741774
7590	2.12371	0.496286	0.500605	-0.00431958
7610	2.1293	0.49009	0.49919	-0.00910002
7630	2.1349	0.502902	0.497774	0.00512818
7650	2.1405	0.495519	0.496358	-0.000838995
7670	2.14609	0.499022	0.494942	0.00407985
7690	2.15169	0.509594	0.493526	0.0160678
7710	2.15728	0.474151	0.492109	-0.0179583
7730	2.16288	0.499913	0.490692	0.00922078
7750	2.16848	0.476068	0.489275	-0.013207
7770	2.17407	0.476479	0.487858	-0.0113783
7790	2.17967	0.484401	0.486441	-0.00204
7810	2.18526	0.489807	0.485023	0.00478446
7830	2.19086	0.470084	0.483605	-0.0135216
7850	2.19646	0.490228	0.482188	0.00804043
7870	2.20205	0.482972	0.48077	0.00220236
7890	2.20765	0.465696	0.479353	-0.0136567
7910	2.21324	0.49229	0.477935	0.0143548
7930	2.21884	0.478685	0.476517	0.00216782
7950	2.22444	0.480275	0.4751	0.00517496
7970	2.23003	0.476699	0.473683	0.00301611
7990	2.23563	0.470249	0.472265	-0.00201607
8010	2.24123	0.466224	0.470848	-0.00462431
8030	2.24682	0.482244	0.469431	0.0128126
8050	2.25242	0.463948	0.468015	-0.00406644
8070	2.25801	0.469277	0.466598	0.00267845
8090	2.26361	0.468402	0.465182	0.00322038
8110	2.26921	0.456527	0.463766	-0.00723907
8130	2.2748	0.476363	0.46235	0.014013
8150	2.2804	0.469574	0.460935	0.00863883
8170	2.28599	0.467394	0.45952	0.00787368
